user_id,movie_id,rating,title
121,514,3,Annie Hall
90,98,5,"Silence of the Lambs, The"
49,559,2,Interview with the Vampire
42,794,3,It Could Happen to You
155,323,2,Dante's Peak
68,117,4,"Rock, The"
172,177,4,"Good, The Bad and The Ugly, The"
19,4,4,Get Shorty
268,231,4,Batman Returns
5,2,3,GoldenEye
305,117,2,"Rock, The"
44,294,4,Liar Liar
43,137,4,Big Night
279,1336,1,Kazaam
80,466,5,Red Rock West
254,164,4,"Abyss, The"
298,281,3,"River Wild, The"
279,1240,1,Ghost in the Shell
66,298,4,Face/Off
18,443,3,"Birds, The"
268,1035,2,Cool Runnings
99,79,4,"Fugitive, The"
13,98,4,"Silence of the Lambs, The"
26,258,3,Contact
7,455,4,Jackie Chan's First Strike
222,755,4,Jumanji
200,673,5,Cape Fear
119,328,4,Conspiracy Theory
213,172,5,"Empire Strikes Back, The"
276,322,3,Murder at 1600
94,1217,3,Assassins
130,379,4,Tales From the Crypt Presents: Demon Knight
38,328,4,Conspiracy Theory
160,719,3,Canadian Bacon
293,1267,3,Clockers
26,930,2,Chain Reaction
130,216,4,When Harry Met Sally...
92,1079,3,Joe's Apartment
256,452,4,Jaws 2
1,61,4,Three Colors: White
72,48,4,Hoop Dreams
56,755,3,Jumanji
13,360,4,Wonderland
15,405,2,Mission: Impossible
92,77,3,"Firm, The"
207,476,2,"First Wives Club, The"
292,174,5,Raiders of the Lost Ark
232,483,5,Casablanca
251,748,2,"Saint, The"
224,26,3,"Brothers McMullen, The"
181,220,4,"Mirror Has Two Faces, The"
259,255,4,My Best Friend's Wedding
305,471,4,Courage Under Fire
52,280,3,Up Close and Personal
161,202,5,Groundhog Day
148,408,5,"Close Shave, A"
125,235,2,Mars Attacks!
97,228,5,Star Trek: The Wrath of Khan
58,1098,4,Flirting With Disaster
83,234,4,Jaws
90,347,4,Wag the Dog
272,178,5,12 Angry Men
194,181,3,Return of the Jedi
125,478,4,"Philadelphia Story, The"
110,688,1,Leave It to Beaver
299,14,4,"Postino, Il"
151,10,5,Richard III
269,127,4,"Godfather, The"
6,14,5,"Postino, Il"
54,106,3,Diabolique
303,69,5,Forrest Gump
16,944,1,Renaissance Man
301,790,4,Tommy Boy
276,1091,3,Pete's Dragon
305,214,2,Pink Floyd - The Wall
194,1028,2,Grumpier Old Men
91,323,2,Dante's Peak
87,554,4,Waterworld
294,109,4,Mystery Science Theater 3000: The Movie
286,171,4,Delicatessen
200,318,5,Schindler's List
229,328,1,Conspiracy Theory
178,568,4,Speed
303,842,2,Pollyanna
62,65,4,What's Eating Gilbert Grape
207,591,3,Primal Fear
92,172,4,"Empire Strikes Back, The"
301,401,4,"Brady Bunch Movie, The"
36,339,5,Mad City
70,746,3,Real Genius
63,242,3,Kolya
28,201,3,Evil Dead II
279,68,4,"Crow, The"
250,7,4,Twelve Monkeys
14,98,3,"Silence of the Lambs, The"
299,1018,3,Tie Me Up! Tie Me Down!
194,54,3,Outbreak
303,815,3,One Fine Day
119,237,5,Jerry Maguire
295,218,5,Cape Fear
268,930,2,Chain Reaction
268,2,2,GoldenEye
66,258,4,Contact
233,202,5,Groundhog Day
83,623,4,Angels in the Outfield
214,334,3,U Turn
192,476,2,"First Wives Club, The"
100,344,4,"Apostle, The"
268,145,1,"Lawnmower Man, The"
301,56,4,Pulp Fiction
307,89,5,Blade Runner
234,141,3,"20,000 Leagues Under the Sea"
83,576,4,Cliffhanger
181,264,2,Mimic
297,133,4,Gone with the Wind
38,153,5,"Fish Called Wanda, A"
7,382,4,"Adventures of Priscilla, Queen of the Desert, The"
264,813,4,"Celluloid Closet, The"
181,872,1,Love Jones
201,146,1,Unhook the Stars
85,507,4,"Streetcar Named Desire, A"
269,367,3,Clueless
59,468,3,Rudy
286,143,4,"Sound of Music, The"
193,96,1,Terminator 2: Judgment Day
113,595,5,"Fan, The"
292,11,5,Seven
130,1014,3,Romy and Michele's High School Reunion
275,98,4,"Silence of the Lambs, The"
189,520,5,"Great Escape, The"
219,82,1,Jurassic Park
218,209,5,This Is Spinal Tap
123,427,3,To Kill a Mockingbird
119,222,5,Star Trek: First Contact
158,177,4,"Good, The Bad and The Ugly, The"
222,118,4,Twister
302,322,2,Murder at 1600
279,501,3,Dumbo
301,79,5,"Fugitive, The"
181,3,2,Four Rooms
201,695,1,Kicking and Screaming
13,198,3,Nikita
1,189,3,"Grand Day Out, A"
145,237,5,Jerry Maguire
23,385,4,True Lies
201,767,4,"Addiction, The"
296,705,5,Singin' in the Rain
42,546,3,Broken Arrow
33,872,3,Love Jones
301,554,3,Waterworld
16,64,5,"Shawshank Redemption, The"
95,135,3,2001: A Space Odyssey
154,357,4,One Flew Over the Cuckoo's Nest
77,484,5,"Maltese Falcon, The"
296,508,5,"People vs. Larry Flynt, The"
302,303,2,Ulee's Gold
244,673,3,Cape Fear
222,77,4,"Firm, The"
13,215,5,Field of Dreams
16,705,5,Singin' in the Rain
270,452,4,Jaws 2
145,15,2,Mr. Holland's Opus
187,64,5,"Shawshank Redemption, The"
200,304,5,Fly Away Home
170,749,5,"MatchMaker, The"
101,829,3,Fled
184,218,3,Cape Fear
128,204,4,Back to the Future
181,1295,1,Kicked in the Head
184,153,3,"Fish Called Wanda, A"
1,33,4,Desperado
1,160,4,Glengarry Glen Ross
184,321,5,Mother
54,595,3,"Fan, The"
94,343,4,Alien: Resurrection
128,508,4,"People vs. Larry Flynt, The"
23,323,2,Dante's Peak
301,227,3,Star Trek VI: The Undiscovered Country
301,191,3,Amadeus
112,903,1,Afterglow
82,183,3,Alien
222,724,3,Circle of Friends
218,430,3,Duck Soup
308,1197,4,"Family Thing, A"
303,134,5,Citizen Kane
133,751,3,Tomorrow Never Dies
215,212,2,"Unbearable Lightness of Being, The"
69,256,5,When the Cats Away
254,662,4,Somewhere in Time
276,2,4,GoldenEye
104,984,1,Shadow Conspiracy
63,1067,3,Bottle Rocket
267,410,4,Kingpin
13,56,5,Pulp Fiction
240,879,3,"Peacemaker, The"
286,237,2,Jerry Maguire
294,271,5,Starship Troopers
90,1086,4,It's My Party
18,26,4,"Brothers McMullen, The"
92,229,3,Star Trek III: The Search for Spock
308,649,4,Once Upon a Time in America
144,89,3,Blade Runner
191,302,4,L.A. Confidential
59,951,3,"Indian in the Cupboard, The"
200,96,5,Terminator 2: Judgment Day
16,197,5,"Graduate, The"
61,678,3,Volcano
271,199,4,"Bridge on the River Kwai, The"
271,709,3,Strictly Ballroom
142,169,5,"Wrong Trousers, The"
275,597,3,Eraser
222,151,3,Willy Wonka and the Chocolate Factory
87,40,3,"To Wong Foo, Thanks for Everything! Julie Newmar"
207,258,4,Contact
272,1393,2,Stag
177,333,4,"Game, The"
207,1115,2,Twelfth Night
299,577,3,Coneheads
271,378,4,Miracle on 34th Street
305,425,4,Bob Roberts
49,959,2,Dazed and Confused
94,1224,3,"Scout, The"
130,1017,3,Trees Lounge
10,175,3,Brazil
203,321,3,Mother
191,286,4,"English Patient, The"
43,323,3,Dante's Peak
21,558,5,Heavenly Creatures
197,96,5,Terminator 2: Judgment Day
13,344,2,"Apostle, The"
194,66,3,While You Were Sleeping
234,206,4,Akira
308,402,4,Ghost
308,640,4,"Cook the Thief His Wife & Her Lover, The"
269,522,5,Down by Law
94,265,4,"Hunt for Red October, The"
268,62,3,Stargate
272,12,5,"Usual Suspects, The"
121,291,3,Absolute Power
296,20,5,Angels and Insects
134,286,3,"English Patient, The"
180,462,5,Like Water For Chocolate
234,612,3,Lost Horizon
104,117,2,"Rock, The"
38,758,1,Lawnmower Man 2: Beyond Cyberspace
269,845,1,That Thing You Do!
7,163,4,"Return of the Pink Panther, The"
234,1451,3,Foreign Correspondent
275,405,2,Mission: Impossible
52,250,3,"Fifth Element, The"
102,823,3,Mulholland Falls
13,186,4,"Blues Brothers, The"
178,731,4,"Corrina, Corrina"
236,71,3,"Lion King, The"
256,781,5,French Kiss
263,176,5,Aliens
244,186,3,"Blues Brothers, The"
279,1181,4,"Low Down Dirty Shame, A"
43,815,4,One Fine Day
83,78,2,Free Willy
151,197,5,"Graduate, The"
254,436,2,"American Werewolf in London, An"
109,631,3,"Crying Game, The"
297,716,3,Home for the Holidays
249,188,4,Full Metal Jacket
144,699,4,Little Women
301,604,4,It Happened One Night
64,392,3,"Man Without a Face, The"
92,501,2,Dumbo
222,97,4,Dances with Wolves
268,436,3,"American Werewolf in London, An"
293,135,5,2001: A Space Odyssey
213,173,5,"Princess Bride, The"
160,460,2,"Crossing Guard, The"
13,498,4,"African Queen, The"
59,715,5,To Die For
5,17,4,From Dusk Till Dawn
125,163,5,"Return of the Pink Panther, The"
174,315,5,Apt Pupil
114,505,3,Dial M for Murder
213,515,4,"Boot, Das"
23,196,2,Dead Poets Society
128,15,4,Mr. Holland's Opus
239,56,4,Pulp Fiction
181,279,1,Once Upon a Time... When We Were Colored
291,80,4,Hot Shots! Part Deux
250,238,4,Raising Arizona
201,649,3,Once Upon a Time in America
60,60,5,Three Colors: Blue
181,325,2,Crash
119,407,3,Spy Hard
287,1,5,Toy Story
216,228,3,Star Trek: The Wrath of Khan
216,531,4,Shine
203,471,4,Courage Under Fire
92,587,3,"Hour of the Pig, The"
13,892,3,Flubber
213,176,4,Aliens
286,288,5,Scream
117,1047,2,Multiplicity
99,111,1,"Truth About Cats & Dogs, The"
11,558,3,Heavenly Creatures
65,47,2,Ed Wood
295,194,4,"Sting, The"
269,217,2,Bram Stoker's Dracula
85,259,2,George of the Jungle
250,596,5,"Hunchback of Notre Dame, The"
137,144,5,Die Hard
201,960,2,Naked
257,137,4,Big Night
111,328,4,Conspiracy Theory
91,480,4,North by Northwest
215,211,4,M*A*S*H
181,938,1,"Smile Like Yours, A"
189,1060,5,"Adventures of Pinocchio, The"
1,20,4,Angels and Insects
303,404,4,Pinocchio
299,305,3,"Ice Storm, The"
187,210,4,Indiana Jones and the Last Crusade
222,278,2,Bed of Roses
214,568,4,Speed
293,770,3,Devil in a Blue Dress
285,191,4,Amadeus
303,252,3,"Lost World: Jurassic Park, The"
96,156,4,Reservoir Dogs
72,1110,3,Tank Girl
115,1067,4,Bottle Rocket
7,430,3,Duck Soup
116,350,3,Fallen
73,480,4,North by Northwest
269,246,5,Chasing Amy
263,419,5,Mary Poppins
70,431,3,Highlander
221,475,4,Trainspotting
72,182,5,GoodFellas
25,357,4,One Flew Over the Cuckoo's Nest
290,50,5,Star Wars
189,526,4,Ben-Hur
299,303,3,Ulee's Gold
264,294,3,Liar Liar
200,365,5,Powder
187,135,4,2001: A Space Odyssey
184,187,4,"Godfather: Part II, The"
63,289,2,Evita
13,229,4,Star Trek III: The Search for Spock
298,486,3,Sabrina
235,185,4,Psycho
62,712,4,Tin Men
246,94,2,Home Alone
54,742,5,Ransom
63,762,3,Beautiful Girls
11,732,3,Dave
92,168,4,Monty Python and the Holy Grail
8,550,3,Die Hard: With a Vengeance
307,174,4,Raiders of the Lost Ark
303,200,4,"Shining, The"
256,849,2,Days of Thunder
72,54,3,Outbreak
164,406,2,Thinner
117,150,4,Swingers
224,77,4,"Firm, The"
193,869,3,Fools Rush In
94,184,2,Army of Darkness
281,338,2,Bean
130,109,3,Mystery Science Theater 3000: The Movie
128,371,1,"Bridges of Madison County, The"
94,720,1,First Knight
182,845,3,That Thing You Do!
129,873,1,Picture Perfect
254,229,4,Star Trek III: The Search for Spock
64,381,4,Muriel's Wedding
151,176,2,Aliens
45,25,4,"Birdcage, The"
193,879,3,"Peacemaker, The"
276,922,4,Dead Man
276,57,3,Priest
234,187,4,"Godfather: Part II, The"
181,306,1,Mrs. Brown
21,370,1,Mary Reilly
293,249,3,Austin Powers: International Man of Mystery
264,721,5,Mallrats
10,611,5,Laura
197,346,3,Jackie Brown
276,142,3,Bedknobs and Broomsticks
308,427,4,To Kill a Mockingbird
221,943,4,Killing Zoe
131,126,4,"Spitfire Grill, The"
268,824,2,"Great White Hype, The"
109,8,3,Babe
198,58,3,Quiz Show
230,680,4,Kull the Conqueror
181,741,1,"Last Supper, The"
192,1061,4,"Evening Star, The"
234,448,3,"Omen, The"
90,900,4,Kundun
193,941,4,With Honors
128,603,5,Rear Window
126,905,2,Great Expectations
244,265,4,"Hunt for Red October, The"
90,289,3,Evita
157,25,3,"Birdcage, The"
305,71,3,"Lion King, The"
119,382,5,"Adventures of Priscilla, Queen of the Desert, The"
21,222,2,Star Trek: First Contact
231,181,4,Return of the Jedi
280,508,3,"People vs. Larry Flynt, The"
288,132,3,"Wizard of Oz, The"
279,1497,2,"Line King: Al Hirschfeld, The"
301,33,4,Desperado
72,699,3,Little Women
90,259,2,George of the Jungle
308,55,3,"Professional, The"
59,742,3,Ransom
94,744,4,Michael Collins
130,642,4,"Grifters, The"
26,1015,3,Shiloh
56,121,5,Independence Day
82,508,2,"People vs. Larry Flynt, The"
62,12,4,"Usual Suspects, The"
276,40,3,"To Wong Foo, Thanks for Everything! Julie Newmar"
181,1015,1,Shiloh
152,301,3,In & Out
178,845,4,That Thing You Do!
217,597,4,Eraser
79,303,4,Ulee's Gold
138,484,4,"Maltese Falcon, The"
308,81,5,"Hudsucker Proxy, The"
75,284,2,Tin Cup
269,198,4,Nikita
307,94,3,Home Alone
222,781,3,French Kiss
121,740,3,Jane Eyre
269,22,1,Braveheart
13,864,4,My Fellow Americans
230,742,5,Ransom
269,507,4,"Streetcar Named Desire, A"
239,1099,5,"Red Firecracker, Green Firecracker"
245,1028,5,Grumpier Old Men
56,546,3,Broken Arrow
295,961,5,Orlando
271,1028,2,Grumpier Old Men
222,812,2,Andre
69,240,3,Beavis and Butt-head Do America
10,7,4,Twelve Monkeys
22,376,3,Houseguest
294,931,3,"Island of Dr. Moreau, The"
82,717,1,"Juror, The"
279,399,4,"Three Musketeers, The"
269,234,1,Jaws
6,98,5,"Silence of the Lambs, The"
243,1039,4,Hamlet
298,181,4,Return of the Jedi
282,325,1,Crash
78,323,1,Dante's Peak
118,200,5,"Shining, The"
283,1114,5,Faithful
171,292,4,Rosewood
70,217,4,Bram Stoker's Dracula
10,100,5,Fargo
245,181,4,Return of the Jedi
107,333,3,"Game, The"
246,561,1,Mary Shelley's Frankenstein
13,901,1,Mr. Magoo
276,70,4,Four Weddings and a Funeral
244,17,2,From Dusk Till Dawn
189,56,5,Pulp Fiction
226,242,5,Kolya
62,1016,4,Con Air
276,417,4,"Parent Trap, The"
214,478,4,"Philadelphia Story, The"
306,235,4,Mars Attacks!
222,26,3,"Brothers McMullen, The"
280,631,5,"Crying Game, The"
60,430,5,Duck Soup
56,71,4,"Lion King, The"
42,274,5,Sabrina
1,202,5,Groundhog Day
13,809,4,Rising Sun
173,289,4,Evita
15,749,1,"MatchMaker, The"
185,23,4,Taxi Driver
280,540,3,Money Train
244,381,4,Muriel's Wedding
150,293,4,Donnie Brasco
7,497,4,Bringing Up Baby
178,317,4,In the Name of the Father
178,742,3,Ransom
95,1217,3,Assassins
234,1462,3,Thieves
97,222,5,Star Trek: First Contact
109,127,2,"Godfather, The"
117,268,5,Chasing Amy
269,705,2,Singin' in the Rain
130,1246,3,Bushwhacked
264,655,4,Stand by Me
207,13,3,Mighty Aphrodite
42,588,5,Beauty and the Beast
246,409,2,Jack
87,367,4,Clueless
101,304,3,Fly Away Home
256,127,4,"Godfather, The"
92,794,3,It Could Happen to You
181,762,2,Beautiful Girls
213,235,1,Mars Attacks!
92,739,2,Pretty Woman
292,661,5,High Noon
246,665,4,Alien 3
274,845,5,That Thing You Do!
188,692,5,"American President, The"
18,86,4,"Remains of the Day, The"
5,439,1,Amityville: A New Generation
236,632,3,Sophie's Choice
193,407,4,Spy Hard
144,709,4,Strictly Ballroom
90,1198,5,Purple Noon
48,609,4,Father of the Bride
5,225,2,101 Dalmatians
22,128,5,Supercop
311,432,4,Fantasia
8,22,5,Braveheart
276,188,4,Full Metal Jacket
222,173,5,"Princess Bride, The"
72,866,4,Michael
299,134,4,Citizen Kane
1,171,5,Delicatessen
308,295,3,Breakdown
165,216,4,When Harry Met Sally...
222,49,3,I.Q.
181,121,4,Independence Day
200,11,5,Seven
234,626,4,So Dear to My Heart
244,707,4,Enchanted April
90,25,5,"Birdcage, The"
208,216,5,When Harry Met Sally...
263,96,4,Terminator 2: Judgment Day
134,323,4,Dante's Peak
279,586,4,Terminal Velocity
2,292,4,Rosewood
288,593,2,Stalingrad
49,302,4,L.A. Confidential
286,153,5,"Fish Called Wanda, A"
205,304,3,Fly Away Home
22,80,4,Hot Shots! Part Deux
234,318,4,Schindler's List
223,328,3,Conspiracy Theory
15,25,3,"Birdcage, The"
268,147,4,"Long Kiss Goodnight, The"
94,1220,3,Higher Learning
274,405,4,Mission: Impossible
7,492,5,East of Eden
268,217,2,Bram Stoker's Dracula
16,55,5,"Professional, The"
164,620,3,"Chamber, The"
290,161,4,Top Gun
92,515,4,"Boot, Das"
239,1070,5,Living in Oblivion
56,449,5,Star Trek: The Motion Picture
248,234,4,Jaws
234,10,3,Richard III
280,1049,2,House Arrest
308,187,5,"Godfather: Part II, The"
276,64,5,"Shawshank Redemption, The"
192,948,3,Booty Call
122,509,4,My Left Foot
85,588,3,Beauty and the Beast
262,931,2,"Island of Dr. Moreau, The"
201,272,3,Good Will Hunting
181,870,2,Touch
295,739,4,Pretty Woman
263,568,4,Speed
295,39,4,Strange Days
201,1100,4,What Happened Was...
93,820,3,Space Jam
159,1028,5,Grumpier Old Men
158,665,2,Alien 3
293,423,3,E.T. the Extra-Terrestrial
82,597,3,Eraser
276,181,5,Return of the Jedi
13,823,5,Mulholland Falls
217,2,3,GoldenEye
83,660,4,Fried Green Tomatoes
189,20,5,Angels and Insects
222,796,4,Speechless
146,1022,5,"Fast, Cheap & Out of Control"
267,121,3,Independence Day
126,294,3,Liar Liar
181,1060,1,"Adventures of Pinocchio, The"
125,80,4,Hot Shots! Part Deux
43,120,4,Striptease
13,780,1,Dumb & Dumber
253,259,2,George of the Jungle
42,44,3,Dolores Claiborne
77,518,4,Miller's Crossing
291,686,5,"Perfect World, A"
268,21,3,Muppet Treasure Island
262,28,3,Apollo 13
234,81,3,"Hudsucker Proxy, The"
29,245,3,"Devil's Own, The"
236,57,5,Priest
158,729,3,Nell
156,661,4,High Noon
232,52,5,"Madness of King George, The"
168,866,5,Michael
37,288,4,Scream
141,245,3,"Devil's Own, The"
235,230,4,Star Trek IV: The Voyage Home
102,70,3,Four Weddings and a Funeral
77,172,3,"Empire Strikes Back, The"
90,506,5,Rebel Without a Cause
186,566,5,Clear and Present Danger
44,660,5,Fried Green Tomatoes
118,774,5,"Prophecy, The"
7,661,5,High Noon
49,1003,2,That Darn Cat!
62,68,1,"Crow, The"
42,1028,4,Grumpier Old Men
178,433,4,Heathers
85,51,2,Legends of the Fall
77,474,5,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
58,1099,2,"Red Firecracker, Green Firecracker"
56,1047,4,Multiplicity
197,688,1,Leave It to Beaver
286,99,4,Snow White and the Seven Dwarfs
90,258,3,Contact
181,1288,1,Denise Calls Up
295,190,4,Henry V
224,69,4,Forrest Gump
272,317,4,In the Name of the Father
221,1010,3,Basquiat
66,877,1,Excess Baggage
207,318,5,Schindler's List
234,487,3,Roman Holiday
7,648,5,"Quiet Man, The"
87,82,5,Jurassic Park
195,1052,1,Dracula: Dead and Loving It
44,449,5,Star Trek: The Motion Picture
306,287,4,Marvin's Room
194,172,3,"Empire Strikes Back, The"
94,62,3,Stargate
167,659,4,Arsenic and Old Lace
108,100,4,Fargo
230,304,5,Fly Away Home
181,927,1,"Flower of My Secret, The"
54,302,4,L.A. Confidential
90,22,4,Braveheart
181,696,2,City Hall
286,357,4,One Flew Over the Cuckoo's Nest
14,269,4,"Full Monty, The"
311,179,2,"Clockwork Orange, A"
92,121,5,Independence Day
21,440,1,Amityville II: The Possession
244,550,1,Die Hard: With a Vengeance
181,405,4,Mission: Impossible
65,806,4,Menace II Society
37,540,2,Money Train
44,443,5,"Birds, The"
244,183,4,Alien
1,265,4,"Hunt for Red October, The"
270,25,5,"Birdcage, The"
299,387,2,"Age of Innocence, The"
94,572,3,Blown Away
286,746,4,Real Genius
239,272,5,Good Will Hunting
216,55,5,"Professional, The"
254,121,3,Independence Day
62,665,2,Alien 3
178,385,4,True Lies
194,23,4,Taxi Driver
268,955,3,Before Sunrise
188,143,5,"Sound of Music, The"
276,294,4,Liar Liar
158,1098,4,Flirting With Disaster
207,845,3,That Thing You Do!
161,48,1,Hoop Dreams
305,654,4,Chinatown
47,324,3,Lost Highway
64,736,4,Shadowlands
191,751,3,Tomorrow Never Dies
7,378,5,Miracle on 34th Street
59,92,5,True Romance
69,268,5,Chasing Amy
10,461,3,Smoke
21,129,4,Bound
58,9,4,Dead Man Walking
194,152,3,Sleeper
7,200,5,"Shining, The"
113,126,5,"Spitfire Grill, The"
173,328,5,Conspiracy Theory
95,233,4,Under Siege
16,194,5,"Sting, The"
59,323,4,Dante's Peak
311,654,3,Chinatown
292,589,4,"Wild Bunch, The"
43,203,4,Unforgiven
79,50,4,Star Wars
235,70,5,Four Weddings and a Funeral
125,190,5,Henry V
284,322,3,Murder at 1600
303,161,5,Top Gun
254,378,3,Miracle on 34th Street
255,1034,1,"Quest, The"
104,301,2,In & Out
90,923,5,Raise the Red Lantern
6,463,4,"Secret of Roan Inish, The"
279,122,1,"Cable Guy, The"
286,298,4,Face/Off
222,448,3,"Omen, The"
297,57,5,Priest
42,625,3,"Sword in the Stone, The"
130,1217,4,Assassins
254,357,3,One Flew Over the Cuckoo's Nest
109,475,1,Trainspotting
230,1444,2,That Darn Cat!
244,310,3,"Rainmaker, The"
6,301,2,In & Out
36,748,4,"Saint, The"
256,443,3,"Birds, The"
102,515,1,"Boot, Das"
104,285,4,Secrets & Lies
21,447,5,Carrie
111,301,4,In & Out
18,408,5,"Close Shave, A"
25,222,4,Star Trek: First Contact
110,944,3,Renaissance Man
270,98,5,"Silence of the Lambs, The"
68,237,5,Jerry Maguire
83,215,4,Field of Dreams
6,258,2,Contact
89,216,5,When Harry Met Sally...
128,317,4,In the Name of the Father
305,512,4,Wings of Desire
184,412,2,"Very Brady Sequel, A"
286,175,5,Brazil
279,1428,3,SubUrbia
256,86,5,"Remains of the Day, The"
221,48,5,Hoop Dreams
140,332,3,Kiss the Girls
190,977,2,"Substitute, The"
11,227,3,Star Trek VI: The Undiscovered Country
201,203,5,Unforgiven
150,181,5,Return of the Jedi
126,245,3,"Devil's Own, The"
20,208,2,Young Frankenstein
144,742,4,Ransom
181,930,1,Chain Reaction
109,566,4,Clear and Present Danger
85,1065,3,Koyaanisqatsi
213,133,3,Gone with the Wind
222,379,1,Tales From the Crypt Presents: Demon Knight
223,11,3,Seven
215,421,4,William Shakespeare's Romeo and Juliet
218,208,3,Young Frankenstein
